code,date,prev,after,段_前,段_后,勾选,方向,翻面
002459,2020-01-22,-2750.0,111500.0,"-3,000 万元至 -2,500 万元","94,000 万元–129,000 万元",扭亏为盈,好→更好,1.0
002460,2021-01-30,45000.0,,"40,000 万元至50,000 万元",,,,
002463,2017-01-24,7500.0,13500.0,"6,000 万元至9,000 万元","12,000 万元–15,000 万元",,好→更好,0.0
002464,2017-01-26,19300.0,18250.0,"18,500万元至20,100万元","17,500 万元 - 19,000 万元",,坏→更坏,0.0
002464,2018-01-31,17250.0,18500.0,"15,500万元至19,000万元","16,000 万元~21,000 万元",同向下降,好→更好,0.0
002464,2019-01-30,14250.0,11000.0,"12,500万元至16,000万元","9,000 万元~ 13,000 万元",同向上升,坏→更坏,0.0
002464,2021-04-06,-10000.0,22000.0,"-8,000万元至-12,000万元","21,000万元至23,000万元",,好→更好,1.0
002466,2020-02-03,10000.0,-320000.0,"8,000万元至12,000万元","260,000万元至380,000万元",亏损,坏→更坏,1.0
002467,2018-01-31,6619.66,3925.465,"5,295.73 万元至7,943.59 万元","3,315.68 万元–4,535.25 万元",亏损,坏→更坏,0.0
002468,2017-01-21,386.66999999999996,124471.92,290 万元至483.34 万元,"123,849.56 万元–125,094.28 万元",,好→更好,0.0
002469,2017-01-26,,1257.505,,628.75 万元—1886.26 万元,,,
002469,2018-01-16,,5824.665,,"5,648.16 万元—6,001.17 万元",,,
002470,2019-01-31,,67972.44,,"57,239.95 万元–78,704.93 万元",同向下降,,
002471,2019-01-31,13813.54,10464.8,"11,720.58 万元至15,906.50 万元","8,371.84 万元 – 12,557.76 万元",扭亏为盈,坏→更坏,0.0
002471,2019-02-21,,,,,,,
002471,2020-01-31,,-41500.0,,"55,000 万元至28,000 万元",,,
002473,2017-01-24,-2804.4,,"-2,912.26 万元—-2,696.54 万元",,同向上升,,
002473,2018-01-31,-2665.0,-5175.0,"-2,950 万元至-2,380 万元","-6,150 万元至-4,200 万元",同向上升,坏→更坏,0.0
002473,2019-01-31,757.5,1180.0,485 万元至1030 万元,950 万元至1410 万元,亏损,好→更好,0.0
002475,2019-01-10,,270490.9,,"262,038.06 万元–278,943.74 万元",,,
002476,2019-01-30,,-22700.0,,"16,000 万元～29,400 万元",亏损,,
002479,2019-01-31,,20666.510000000002,,"17,222.09万元–24,110.93万元",同向上升,,
002480,2018-01-31,2950.0,1600.0,"2,500 万元至3,400 万元","1,200 万元–2,000 万元",同向下降,坏→更坏,0.0
002485,2018-01-16,560.145,3125.6099999999997,373.43万元至746.86万元,"2,501.98 万元–3,749.24 万元",同向上升,好→更好,0.0
002485,2021-04-15,-6777.38,2750.0,"5,814.88万元-7,739.88万元","2,200.00万元–3,300.00万元",,好→更好,1.0
002486,2017-01-24,-2250.0,1000.0,-3000 万元至-1500 万元,500 万元—1500 万元,亏损,好→更好,1.0
002486,2018-01-31,-5000.0,2500.0,"-6,000 万元至-4,000 万元","1,500 万元—3,500 万元",同向上升,好→更好,1.0
002486,2025-04-17,600.0,,400 万元 - 800 万元,,同向上升,,
002489,2019-01-16,,-9500.0,,"7,000 万元- 12,000 万元",亏损,,
002489,2020-01-20,,23500.0,,"21,000万元至26,000万元",亏损,,
002489,2021-01-23,,67500.0,,"60,000 万元-75,000 万元",扭亏为盈,,
002490,2017-02-03,,-55500.0,,"48,000万元~ 63,000万元",亏损,,
002490,2019-01-29,,9250.0,,"8,500.00 万元-10,000.00 万元",,,
002490,2025-03-25,5350.0,,"4,700 万元– 6,000 万元",,,,
002493,2024-02-24,,,,,,,
002495,2017-01-26,4350.665,3559.635,"3,955.15 万元至4,746.18 万元",3164.12 万元— 3955.15 万元,,坏→更坏,0.0
002496,2020-01-31,,-30000.0,,"25,000 万元–35,000 万元",亏损,,
002496,2021-01-30,,3750.0,,"3,000 万元 –4,500 万",,,
002496,2021-02-04,,3750.0,,"3,000 万元 –4,500 万",,,
002496,2026-04-08,19500.0,40000.0,"17,000 万元～22,000 万元","38,000 万元～42,000 万",,好→更好,0.0
002497,2019-01-30,,,,,,,
002499,2019-01-31,,-31250.0,,"28,000 万元—34,500 万元",亏损,,
002499,2022-04-30,-1850.0,,"1,500 万元–2,200 万元",,,,
002501,2019-01-31,,-415000.0,,"350,000 万元—480,000 万元",,,
002501,2020-01-23,,,,,,,
002502,2019-01-30,21915.975,-123500.0,"18,263.31 万元至25,568.64 万元","112,000 万元-135,000 万元",,坏→更坏,1.0
002503,2019-01-29,,39833.87,,"33,705.58 万元—45,962.16 万元",,,
002503,2021-01-30,,,"-5,000 万元~5,000 万元","-5,000 万元~5,000 万元",亏损,,
002503,2021-02-05,,,,,,,
002503,2022-04-20,,,,,,,
002504,2018-01-31,15000.0,-15000.0,"12,000 万元至18,000 万元","13,000 万元 至 17,000 万元",亏损,坏→更坏,1.0
002504,2019-01-31,,2000.0,,500 万元 至 3500 万元,亏损,,
002505,2019-01-31,8600.0,-58650.0,"6,800 万元~10,400 万元","-59,200.00万元~ -58,100.00万元",亏损,坏→更坏,1.0
002505,2021-04-15,6250.0,,"5,000 万元至7,500 万元",,,,
002506,2017-01-26,37500.0,10000.0,"25,000 万元至50,000 万元","5,000 万-15,000 万",同向上升,坏→更坏,0.0
002507,2017-01-23,,21244.894999999997,,"18,884.35 万元–23,605.44 万元",扭亏为盈,,
002508,2017-01-10,,120421.5,,"116,269 万元—124,574 万元",扭亏为盈,,
002509,2019-01-29,39513.46,15197.485,"30,394.97 万元至48,631.95 万元","6,078.99 万元至24,315.98 万元",同向上升,坏→更坏,0.0
002509,2019-04-25,15197.485,,"6,078.99 万元至24,315.98 万元",,亏损,,
002509,2019-04-29,,,,,,,
002509,2020-01-15,,-260287.5,,"215,848 万元至304,727 万元",亏损,,
002509,2020-01-17,,,,,,,
002510,2018-01-31,,12003.279999999999,,"9,002.46 万元至15,004.10 万元",同向上升,,
002510,2019-01-31,,18186.114999999998,,"15,854.56 万元至20,517.67 万元",,,
002512,2020-01-31,12250.0,5000.0,"10,000 万元至14,500 万元","4,000 万元–6,000 万元",亏损,坏→更坏,0.0
002512,2021-01-30,,1875.0,,"1,500 万元-2,250 万元",,,
002513,2018-01-31,,9646.255000000001,,"8,574.45 万元–10,718.06 万元",,,
002513,2018-04-24,,,,,,,
002513,2019-01-31,-2500.0,,"0 万元至5,000 万元",,,,
002513,2020-01-23,,-33000.0,,"28,000 万元—38,000 万元",,,
002513,2020-04-17,-33000.0,-50000.0,"28,000 万元至38,000 万元","45,000 万元-55,000 万元",,坏→更坏,0.0
002514,2017-01-26,,,,,亏损,,
002514,2024-04-25,,,,,,,
002514,2026-04-28,,,,,,,
002515,2018-01-31,10600.0,21700.0,"10,200 万元至11,000 万元","20,400 万元至23,000 万元",同向上升,好→更好,0.0
002515,2019-01-30,4000.0,-1400.0,"2,000 万元至6000 万元",-3800 万元至1000 万元,亏损,坏→更坏,1.0
002517,2019-02-28,,,,,,,
002519,2019-01-30,19665.09,-110000.0,"16,855.79 万元至22,474.39 万元",95000 万元-125000 万元,亏损,坏→更坏,1.0
002520,2024-04-27,-64500.0,,"52,000 万元-77,000 万元",,,,
002521,2023-03-28,,,,,,,
002524,2019-01-31,4250.0,-5000.0,"3,500 万元至 5,000 万元","-5,500 万元～-4,500 万元",亏损,坏→更坏,1.0
002524,2026-03-21,,,,,,,
002526,2017-01-19,,1000.0,,500 万元–1500 万元,扭亏为盈,,
002526,2018-01-31,5250.0,,"5,000 万元—5,500 万元",,同向上升,,
002527,2019-01-31,5506.78,-26500.0,"3,441.74 万元至7,571.82 万元","23,000 万元–30,000 万元",,坏→更坏,1.0
002527,2019-02-02,,,,,,,
002528,2017-01-14,,-42500.0,,"45,000 万元–40,000 万元",,,
002528,2023-04-21,,,,,,,
002529,2017-01-26,,-3350.0,,3000 万元–3700 万元,亏损,,
002529,2018-02-01,,1475.0,,"600 万元–2,350 万元",亏损,,
002529,2019-01-31,,-15500.0,,"13,000 万元–18,000 万元",亏损,,
002529,2023-01-31,,,,,,,
002529,2024-04-24,,,,,,,
002530,2017-01-17,,4907.5,,"4,400 万元~5,415 万元",扭亏为盈,,
002530,2020-04-24,-40000.0,-70000.0,"35,000 万元～45,000 万元","65,000 万元～75,000 万元",亏损,坏→更坏,0.0
002535,2018-01-31,4850.0,3350.0,4500 万元—5200 万元,3000 万元–3700 万元,亏损,坏→更坏,0.0
002535,2019-01-31,9175.0,3150.0,"8,300 万元—10,050 万元","2,300 万元至4,000 万元",其他,坏→更坏,0.0
002535,2026-04-28,-3100.0,,-3500 万元至-2700 万,,,,
002536,2020-01-23,,7350.0,,"6,200 万元～8,500 万元",同向上升,,
002537,2019-02-25,51743.225000000006,18627.56,"45,534.04 万元至57,952.41 万元","12,418.37 万元–24,836.75 万元",同向上升,坏→更坏,0.0
002537,2020-02-03,-11500.0,-202500.0,"5,000 万元-18,000 万元","180,000 万元–225,000 万元",亏损,坏→更坏,0.0
002537,2020-02-13,-11500.0,,"5,000万元-18,000万元",,,,
002542,2026-04-09,-70000.0,,"-60,000 万元至-80,000 万元",,,,
002544,2018-01-30,10644.689999999999,21874.645,"8,515.75万元至12,773.63万","19,021.43万元–24,727.86万元",扭亏为盈,好→更好,0.0
002544,2019-01-31,15129.564999999999,6051.825,"10,086.38万元至20,172.75万元","1,008.64万元–11,095.01万元",同向上升,坏→更坏,0.0
002544,2020-01-22,5856.755,3789.665,"5,512.24万元至6,201.27万元","3,445.15万元–4,134.18万元",同向上升,坏→更坏,0.0
002545,2017-02-28,,,,,,,
002547,2018-01-31,,-30000.0,,"34,000 万元–26,000 万元",亏损,,
002547,2023-04-20,,,,,,,
002548,2018-01-31,14294.04,10323.475,"11,911.7 万元 ~ 16,676.38 万元","9,529.36 万元 – 11,117.59 万元",同向上升,坏→更坏,0.0
002548,2019-01-29,3000.0,-26500.0,"2,000 万元 ~ 4,000 万元","24,000 万元-29,000 万元",亏损,坏→更坏,1.0
002548,2019-01-31,,,,,,,
002548,2021-04-28,11100.0,17500.0,"8,600 万元–13,600 万元","15,000 万元–20,000 万元",,好→更好,0.0
002551,2017-02-28,,,,,,,
002552,2021-03-23,,,350 万元-500 万元,350 万元–500 万元,,,
002554,2026-04-18,,,,,,,
002555,2019-01-31,,107500.0,,"100,000 万元–115,000 万元",,,
002556,2019-01-26,,13661.970000000001,,"12,295.77 万元–15,028.17 万元",同向下降,,
002559,2017-01-26,7356.96,10667.595,"5,885.57万元至8,828.35万元","9,564.05 万元—11,771.14 万元",扭亏为盈,好→更好,0.0
002560,2019-01-29,,180.4,,0 万元-360.80 万元,,,
002562,2017-01-18,13570.345000000001,16037.68,"12,336.68 万元~14,804.01 万元","14,804.01 万元–17,271.35 万元",扭亏为盈,好→更好,0.0
002562,2018-01-29,46947.119999999995,42755.415,"44,432.09 万元~49,462.15 万元","40,240.39 万元–45,270.44 万元",扭亏为盈,坏→更坏,0.0
002564,2017-01-26,-7500.0,-27500.0,"-9,000 万元至-6,000 万元","-30,000 万元 至-25,000 万元",亏损,坏→更坏,0.0
002564,2018-01-30,31000.0,22500.0,"27,000 万元至35,000 万元","20,000 万元 至25,000 万元",亏损,坏→更坏,0.0
002564,2019-01-31,22500.0,6000.0,"20,000 万元至25,000 万元","1,000 万元 至11,000 万元",同向上升,坏→更坏,0.0
002569,2017-01-21,-4150.0,725.0,"-4,500 万元至-3,800 万元",450 万元—1000 万元,同向上升,好→更好,1.0
002569,2018-01-31,-2750.0,-100.0,"-3,500 万元至-2,000 万元",-700 万元—500 万元,同向上升,好→更好,0.0
002569,2019-01-15,-150.0,-19150.0,-200 万元至500 万元,"18,500 万元至19,800 万元",亏损,坏→更坏,0.0
002570,2017-01-25,,-77500.0,,"75,000 万元– 80,000 万元",亏损,,
002570,2018-01-22,-42500.0,-90000.0,"35,000 万元～50,000 万元","80,000 万元–100,000 万元",亏损,坏→更坏,0.0
002570,2021-04-13,6700.0,,"5,400.00万元至8,000.00万元",,,,
002572,2019-01-30,108812.5,,"99,744.79 万元—117,880.21 万元",,扭亏为盈,,
002573,2018-01-31,,74420.14,,"63,257.12 万元—85,583.16 万元",同向下降,,
002574,2021-01-30,,,"3,500 万元至 5,000 万元","3,500 万元–5,000 万元",,,
002575,2019-01-31,450.0,760.0,400.00 万元至500.00 万元,660.00 万元—860.00 万元,,好→更好,0.0
002575,2020-04-30,-3125.0,-20000.0,"2,500 万元–3,750 万元","18,000 万元–22,000 万元",亏损,坏→更坏,0.0
002577,2019-01-31,2315.0,940.0,"2,080 万元至2,550 万元","660 万元 —1,220 万元",同向上升,坏→更坏,0.0
002581,2019-02-01,,,,,,,
002581,2023-04-22,,,,,,,
002583,2020-02-29,,,"48,000 万元-58,000 万元","48,000 万元-58,000 万元",亏损,,
002583,2024-04-27,7500.0,,"6,000 万元-9,000 万元",,,,
002585,2018-01-31,,,,,同向上升,,
002585,2019-01-31,,33950.0,,"32,100 万元–35,800 万元",扭亏为盈,,
002586,2018-01-31,,20473.66,,"18,612.42 万元-22,334.90 万元",,,
002586,2020-04-30,,-125000.0,,"150,000 万元-100,000 万元",,,
002586,2022-04-28,,15500.0,,"12,500 万元–18,500 万元",,,
002586,2024-04-30,,,"5,500 万元–8,000 万元","5,500 万元–8,000 万",,,
002588,2019-01-31,24401.285,23723.475,"21,690.03 万元至27,112.54 万元","20,334.41 万元至27,112.54 万元",同向上升,坏→更坏,0.0
002589,2019-01-31,,,,,,,
002590,2017-01-18,,12366.54,,"10,992.48 万元-13,740.60 万元",扭亏为盈,,
002590,2018-01-23,,13310.16,,"11,408.71 万元-15,211.61 万元",扭亏为盈,,
002590,2019-01-31,,,,,,,
002590,2020-01-15,,,,,扭亏为盈,,
002591,2017-01-26,,1250.0,,"1,000 万元至1,500 万元",亏损,,
002591,2018-01-31,,1500.0,,"1,200 万元至1,800 万元",同向下降,,
002592,2021-04-29,,-52000.0,,"45,000 万元–59,000 万元",,,
002596,2019-01-30,22000.0,14500.0,"18,000 万元-26,000 万元","12,000 万元至17,000 万元",同向上升,坏→更坏,0.0
002597,2017-01-17,45034.46,55756.95,"42,889.96 万元至47,178.96 万元","54,684.70 万元–56,829.20 万元",扭亏为盈,好→更好,0.0
002597,2018-01-20,91961.73,103250.0,"89,961.73 万元至93,961.73 万元","102,000.00 万元–104,500.00 万元",扭亏为盈,好→更好,0.0
002599,2018-01-31,,9500.0,,"9,000 万元—10,000 万元",同向上升,,
002600,2018-02-28,28500.0,,"24,000 万元至 33,000 万元",,同向上升,,
002601,2017-01-17,,49588.84,,"46,802.95 万元 — 52,374.73 万元",扭亏为盈,,
002602,2025-04-12,195000.0,,"160,000万元-230,000万元",,,,
002604,2018-04-25,,,,,,,
002606,2017-01-26,8300.0,9150.0,7500 万元至9100 万元,8600 万元～9700 万元,扭亏为盈,好→更好,0.0
002607,2019-01-29,5509.014999999999,113000.0,"4,407.21万元至6,610.82 万元","110,000 万元–116,000 万元",,好→更好,0.0
002609,2019-01-31,15666.300000000001,11488.619999999999,"10,444.20 万元～20,888.40 万元","8,355.36 万元～14,621.88 万元",同向上升,坏→更坏,0.0
002609,2023-04-15,,,"2,500 万元至3,500 万元","2,500 万元~3,500 万",,,
002610,2018-01-31,18000.0,12500.0,"15,000 万元至21,000 万元","10,000 万元至15,000 万元",,坏→更坏,0.0
002610,2021-04-29,,,"4,000 万元—6,000 万元","4,000 万元—6,000 万元",,,
002611,2019-01-31,60135.095,-367976.0,"55,033.91万元至65,236.28万元","294,381 万元～441,571 万元",亏损,坏→更坏,1.0
002611,2019-03-06,,,,,,,
002612,2023-03-21,,,,,,,
002615,2019-01-28,14274.145,10980.11,"12,627.13 万元至15,921.16 万元","9,882.10 万元至12,078.12 万元",,坏→更坏,0.0
002616,2019-01-24,,16859.225000000002,,"16,202.37 万元～17,516.08 万元",扭亏为盈,,
002617,2017-01-26,9160.195,6500.0,"8,320.39 万元-10,000 万元",5500 万元–7500 万元,同向上升,坏→更坏,0.0
002617,2019-01-30,21500.0,-50000.0,"18,000 万元至25,000 万元",45000 万元 至55000 万元,亏损,坏→更坏,1.0
002618,2021-04-27,3121.0,-2750.0,"2,621 万元–3,621 万元","2,250 万元–3,250 万元",亏损,坏→更坏,1.0
002619,2022-03-16,,,,,亏损,,
002620,2023-04-18,,,,,,,
002621,2024-04-27,,,,,,,
002622,2017-02-03,6461.5,2600.0,"5,200 万元至7,723 万元","2,000 万元–3,200 万元",同向下降,坏→更坏,0.0
002622,2018-01-23,,7365.0,,"7,130 万元至7,600 万元",同向上升,,
002622,2019-01-31,10790.0,7210.0,"9,000 万元至12,580 万元","5,420.00 万元–9,000.00 万元",同向下降,坏→更坏,0.0
002623,2017-01-26,6750.0,3000.0,"6,000 万元至7,500 万元","2,500 万元-3,500 万元",同向上升,坏→更坏,0.0
002623,2019-01-31,,8400.0,,"8,000 万元-8,800 万元",亏损,,
002623,2020-01-31,750.0,-3500.0,"500 万元至1,000 万元","3,000 万元至 4,000 万元",亏损,坏→更坏,1.0
002628,2017-01-18,,4550.0,,4100 万元—5000 万元,扭亏为盈,,
002629,2017-01-12,,2750.0,,2500 万元–3000 万元,,,
002629,2018-01-31,,550.0,,300 万元–800 万元,同向上升,,
002629,2019-01-31,,-58700.0,,"51,000.00 万元– 66,400.00 万元",亏损,,
002629,2022-03-16,,,,,,,
002630,2019-01-31,18306.895,6000.0,"13,489.29 万元至23,124.50 万元","4,000 万元至8,000 万元",同向上升,坏→更坏,0.0
002630,2024-04-26,,,,,亏损,,
002630,2025-04-26,,,,,亏损,,
002631,2018-01-31,,11462.595,,"7,641.73 万元—15,283.46 万元",同向上升,,
002634,2019-01-22,3619.6000000000004,2171.7599999999998,"2,413.07 万元至4,826.13 万元","1,447.84 万元–2,895.68 万元",同向上升,坏→更坏,0.0
002634,2025-04-03,-37500.0,,"30,000 万元–45,000 万元",,,,
002636,2017-01-18,24624.875,33825.375,"23,271.86万元至25,977.89万元","32,472.36 万元～35,178.39 万",扭亏为盈,好→更好,0.0
002636,2023-04-15,,,,,,,
002637,2017-01-25,,15125.0,,"14,750万元～15,500万元",扭亏为盈,,
002638,2018-01-31,,8500.0,,"7,000 万元—10,000 万元",扭亏为盈,,
002638,2019-01-31,7156.719999999999,-135000.0,"5,051.80 万元至 9,261.64万元","120,000 万元—150,000 万元",亏损,坏→更坏,1.0
002638,2021-01-30,-2550.0,,"-3,500 万元至-1,600 万元",,,,
002640,2020-04-30,,,,,,,
002640,2021-04-30,12500.0,-340000.0,"10,000 万元-15,000 万元","300,000 万元-380,000 万元",,坏→更坏,1.0
002640,2023-04-15,,,500 万元-700 万元,500 万元-700 万元,,,
002641,2017-01-14,,20752.949999999997,,"19,455.89 万元至22,050.01 万元",同向上升,,
002642,2019-01-31,,,"4,000 万元至8,000 万元","4,000 万元至8,000 万元",亏损,,
002644,2017-12-08,7006.514999999999,8225.045,"6,092.62 万元至7,920.41 万元","7,311.15 万元– 9,138.94 万元",扭亏为盈,好→更好,0.0
002646,2018-01-31,,-9750.0,,"8,500 万元 至 11,000 万元",亏损,,
002646,2019-01-31,8500.0,10750.0,"7,500 万元至9,500 万元","9,500 万元–12,000 万元",亏损,好→更好,0.0
002647,2017-01-25,,14000.0,,13800 万元-14200 万元,扭亏为盈,,
002647,2018-01-31,3750.0,-22500.0,"1,500 万元至6,000 万元","20,000 万元–25,000 万元",亏损,坏→更坏,1.0
002648,2017-01-12,17500.0,30000.0,"15,000.00万元至20,000.00万元","25,000万元至35,000万元",扭亏为盈,好→更好,0.0
002649,2019-01-30,25029.120000000003,23940.895,"21,764.45 万元至28,293.79 万元","20,676.23 万元–27,205.56 万元",同向下降,坏→更坏,0.0
002655,2018-01-17,,,,,,,
002656,2017-02-03,,,,,,,
002656,2021-01-29,,,-600 万元至600 万元,-600 万元—600 万元,,,
002657,2018-01-31,17793.39,-19572.5,"14,234.71 万元至21,352.07 万元","-24,021 万元– -15,124 万元",亏损,坏→更坏,1.0
002657,2022-04-20,6753.285,,"5,402.63万元-8,103.94万元",,,,
002659,2017-01-25,,-9150.0,,"8,500 万元–9,800 万元",亏损,,
002660,2017-01-21,,600.0,,200 万元–1000 万元,同向上升,,
002660,2019-01-31,,,,,亏损,,
002661,2018-01-31,15076.904999999999,,"12,335.65 万元～17,818.16 万元",,,,
002662,2018-01-31,70000.0,40000.0,"65,000 万元～75,000 万元","35,000 万元-45,000 万元",同向上升,坏→更坏,0.0
002662,2022-03-17,21500.0,,"20,000 万元-23,000 万元",,,,
002663,2019-01-31,12910.2,5315.965,"10,631.93 万元至15,188.47 万元","3,037.69 万元至7,594.24 万元",同向上升,坏→更坏,0.0
002663,2024-04-12,,,,,,,
002663,2025-04-12,-18750.0,,"15,000 万元–22,500 万元",,,,
002665,2018-01-31,15503.59,12402.869999999999,"13,953.23万元—17,053.95万元","9,302.15 万元—15,503.59 万元",同向上升,坏→更坏,0.0
002665,2021-01-30,,,"-28,000.00 万元至-20,000.00 万","20,000 万元–28,000 万",,,
002667,2017-01-24,,,,,亏损,,
002668,2019-01-30,32426.82,-141007.645,"30,519.36 万元—34,334.28 万元","124,222.49万元-157,792.80万元",亏损,坏→更坏,1.0
002668,2021-04-20,,11228.8,,"7,488.80 万元–14,968.80 万元",,,
002669,2018-01-20,6403.445,4503.07,"4,544.38万元至8,262.51万元","4,213.88 万元–4,792.26 万元",同向上升,坏→更坏,0.0
002671,2019-01-31,,-7400.0,,"9,800 万元—5,000 万元",亏损,,
002672,2019-01-31,,44970.72,,"40,236.96 万元 - 49,704.48 万元",,,
002674,2017-01-21,4987.465,6317.455,"4,654.97 万元至5,319.96 万元","5,984.96 万元至6,649.95 万元",扭亏为盈,好→更好,0.0
002674,2019-01-10,,12186.965,,"11,284.23 万元–13,089.70 万元",扭亏为盈,,
002676,2018-01-23,,,"153.98万元至1,077.88万元","153.98万元~1,077.88万元",亏损,,
002676,2019-01-30,,,"2,500万元至3,500万元","2,500万元~3,500万元",扭亏为盈,,
002679,2018-01-31,2600.0,5300.0,2000 万元～3200 万元,4700 万元–5900 万元,扭亏为盈,好→更好,0.0
002681,2019-01-31,3000.0,-75500.0,"1,000 万元至5,000 万元","72,000 万元至79,000 万元",亏损,坏→更坏,1.0
002684,2018-01-31,22345.0,12345.0,"20,000 万元至24,690 万元","10,000 万元–14,690 万元",扭亏为盈,坏→更坏,0.0
002684,2019-01-31,-120000.0,-205000.0,"100,000 万元至140,000 万元","190,000 万元–220,000 万元",亏损,坏→更坏,0.0
002685,2019-01-26,,31500.0,,30500 万元— 32500 万元,同向上升,,
002686,2019-01-31,12647.575,4215.860000000001,"9,837 万元至15,458.15 万元","1,405.29 万元– 7,026.43 万元",同向上升,坏→更坏,0.0
002688,2018-01-11,16412.92,13130.335,"13,130.34万元至19,695.50万元","11,489.04万元—14,771.63万元",同向上升,坏→更坏,0.0
002689,2018-01-31,7363.42,,"7,012.78 万元-7,714.06 万元",,同向上升,,
002689,2024-04-23,,,,,,,
002691,2017-01-26,,1081.6950000000002,,"480.75 万元–1,682.64 万元",同向上升,,
002691,2026-04-24,-5600.0,7000.0,"4,800 万元-6,400万元","6,500 万元-7,500 万元",,好→更好,1.0
002692,2020-01-22,,1250.0,,500 万元–2000 万元,亏损,,
002693,2017-01-14,-24500.0,-38750.0,"23,000 万元至26,000 万元","38,000 万元–39,500 万元",亏损,坏→更坏,0.0
002694,2018-01-31,,12531.265,,"11,536.72 万元-13,525.81 万元",扭亏为盈,,
002694,2019-01-31,,-9000.0,,"7,000 万元-11,000 万元",亏损,,
002696,2019-01-31,20375.98,5500.0,"19,243.98万元至21,507.98万元",3000 万元—8000 万元,同向上升,坏→更坏,0.0
002696,2020-01-31,,,,,亏损,,
002696,2021-01-30,3750.0,,"3,000 万元至4,500 万元",,,,
002697,2017-01-24,,16443.31,,"14,427.10 万元至18,459.52 万",同向上升,,
002697,2018-01-23,,16235.625,,"15,153.25 万元-17,318.00 万元",扭亏为盈,,
002702,2018-01-31,-750.0,,"-1,500万元至0万元",,同向上升,,
002703,2018-01-30,,4126.6900000000005,,"3,174.38 万元-5,079.00 万元",同向上升,,
002703,2019-01-30,-1350.0,489.84,"-1,800.00 万元至-900.00 万元",0.00 万元-979.68 万元,同向上升,好→更好,1.0
002707,2019-01-31,23262.4,4652.4800000000005,"18,609.92 万元至27,914.88 万元","3,489.36 万元-5,815.60 万元",,坏→更坏,0.0
002708,2019-01-31,1054.885,-9400.0,"904.07万元至1,205.70万元","9,000万元–9,800万元",,坏→更坏,1.0
002709,2017-01-24,,39324.619999999995,,"37,831.28 万元至40,817.96 万元",扭亏为盈,,
002709,2020-01-21,,1500.0,,"1,200 万元至1,800 万元",同向上升,,
002711,2018-04-25,,,,,,,
002711,2019-01-31,15755.895,-29250.0,"13,655.11 万元至17,856.68 万元","23,500 万元–35,000 万元",,坏→更坏,1.0
002711,2020-01-23,-11500.0,5500.0,"-15,000 万元至-8,000 万","4,500 万元–6,500 万元",,好→更好,1.0
002714,2019-01-08,,52500.0,,"50,000 万元–55,000 万元",,,
002715,2019-01-26,1350.0,1050.0,1200 万元至1500 万元,900 万元 - 1200 万元,,坏→更坏,0.0
002716,2019-02-01,,13940.02,,11405.47 万元—16474.57 万元,同向上升,,
002719,2018-01-31,2811.24,1750.0,"2,530.12 万元至3,092.36 万","1,500 万元–2,000 万元",同向上升,坏→更坏,0.0
002719,2019-02-02,2354.425,-12750.0,"1,883.54 万元至2,825.31 万元","8,500 万元–17,000 万元",亏损,坏→更坏,1.0
002719,2020-02-03,,600.0,,400 万元-800 万元,亏损,,
002719,2021-01-30,,1500.0,,"1,200 万元-1,800 万元",扭亏为盈,,
002721,2019-01-31,3500.0,-1250.0,"1,000万元—6,000万元","-4,500万元 — 2,000万元",亏损,坏→更坏,1.0
002722,2018-01-25,,9361.5,,"7,489 万元至11,234 万元",,,
002723,2018-01-31,,,,,,,
002725,2019-01-30,3424.825,4778.82,"3,026.59 万元至3,823.06 万元","4,539.88 万元 – 5,017.76 万元",同向上升,好→更好,0.0
002725,2023-04-11,,,,,,,
002727,2018-11-02,50725.69,52839.26,"42,271.41 万元至59,179.97 万元","48,612.12 万元–57,066.40 万元",,好→更好,0.0
002729,2018-01-23,,2247.515,,"2,140.49 万元– 2,354.54 万元",扭亏为盈,,
002731,2017-01-26,3360.0,6042.0,"2,560 万元至4,160 万元",5136 万元–6948 万元,同向下降,好→更好,0.0
002731,2019-01-31,5630.504999999999,2900.0,"4,379.28 万元至6,881.73 万元",2610 万元–3190 万元,同向上升,坏→更坏,0.0
002739,2019-01-31,151567.52,133379.415,"136,410.77 万元至166,724.27 万元","128,832.39 万元至137,926.44 万元",同向上升,坏→更坏,0.0
002740,2019-01-30,,4525.555,,"3,017.04万元至6,034.07万元",,,
002740,2021-04-28,90000.0,-89800.0,"85,000 万元至 95,000 万元","84,600 万元–95,000 万元",,坏→更坏,1.0
002746,2017-01-25,20500.0,24500.0,"20,000 万元至21,000 万元","24,000 万元–25,000 万元",扭亏为盈,好→更好,0.0
002746,2018-01-25,8500.0,10500.0,"7,000 万元至10,000 万元","9,000 万元–12,000 万元",同向上升,好→更好,0.0
002746,2019-01-30,32500.0,40000.0,"30,000 万元至35,000 万元","38,000 万元–42,000 万元",扭亏为盈,好→更好,0.0
002750,2020-04-14,505.18,-2391.5550000000003,404.15 万元至606.21 万元,"2,207.59 万元至2,575.52 万元",亏损,坏→更坏,1.0
002753,2017-01-24,,7900.0,,"7,600 万元–8,200 万元",扭亏为盈,,
002753,2018-01-30,19750.0,22750.0,"18,000 万元至21,500 万元","21,000 万元–24,500 万元",扭亏为盈,好→更好,0.0
002753,2023-04-22,,,5600 万元–6600 万元,5600 万元–6600 万元,,,
002755,2019-01-22,1700.0,67700.0,"1,430 万元至1,970 万元","66,200 万元–69,200 万元",,好→更好,0.0
